"Date","State","City","Summary","time","altitude","reporter","relative_location","evasive_action","disposition","report_type"
2025-05-24,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1909C/CHICAGO TRACON ADVISED, B738, CHS - MDW, REPORTED 2 SMALL SILVER UAS WHILE NW BOUND AT 3,000 FEET 9 S MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1909C","000 FEET","MDW","2 SMALL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-25,"CONNECTICUT","BRIDGEPORT","PRELIM INFO FROM FAA OPS: BRIDGEPORT, CT/UAS SIGHTING/LATE REPORT-0820E/BRIDGEPORT FCT ADVISED, C172, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE ENE BOUND AT 1,000 FEET IN PATTERN VCNTY BDR. NO EVASIVE ACTION TAKEN. BRIDGEPORT PD NOTIFIED.","0820E","000 FEET",NA,". NO","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-25,"FLORIDA","WEST PALM BEACH","PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1116E/PALM BEACH ATCT ADVISED, B737, EWR - PBI, REPORTED A WHITE AND BLACK UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET 10 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED.","1116E","000 FEET","PBI","10 W PBI","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-25,"MARYLAND","BALTIMORE","PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1330E/WASHINGTON ARTCC ADVISED, E170, DCA - BOS, REPORTED A UAS WHILE ENE BOUND AT FL200 5 SSE BALTIMORE VOR (BAL). NO EVASIVE ACTION TAKEN. GLENN BURNIE PD NOTIFIED.","1330E",NA,"BOS","5 SSE BALTIMORE","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-25,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/LATE REPORT 1558M/PHOENIX ATCT ADVISED, A321, CLE - PHX, REPORTED A SMALL WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 1,900 FEET 2 E PHX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/PM","1558M","900 FEET","PHX","2 E PHX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-25,"CALIFORNIA","SAN FRANCISCO","PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1904P/SAN FRANCISCO ATCT ADVISED, B737, MDW - SFO, REPORTED A BLUE AND ORANGE UAS OFF RIGHT SIDE WHILE W BOUND AT 3,700 FEET 11 E SFO. NO EVASIVE ACTION REPORTED. ARPT OPS NOTIFIED.","1904P","700 FEET","SFO","11 E SFO",NA,NA,"PRELIM INFO"
2025-05-26,"FLORIDA","ORLANDO","PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/0954E/ORLANDO ATCT ADVISED, A321, LGA - MCO, REPORTED A GRAY UAS FROM THE 9 O'CLOCK POSITION WHILE S BOUND AT 1,100 FEET 5 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.","0954E","100 FEET","MCO","5 N MCO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"ILLINOIS","CHICAGO-AURORA","PRELIM INFO FROM FAA OPS: CHICAGO-AURORA, IL/UAS SIGHTING/1148C/CHICAGO TRACON ADVISED, CIRRUS SR22, REPORTED A UAS WHILE NNE BOUND AT 4,000 FEET 6 E ARR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JE/KC","1148C","000 FEET",NA,"6 E ARR","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"ILLINOIS","CHICAGO-AURORA","PRELIM INFO FROM FAA OPS: CHICAGO-WEST CHICAGO, IL/UAS SIGHTING/1148C/CHICAGO TRACON ADVISED, CIRRUS SR22, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET 10 SSW DPA. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1148C","000 FEET",NA,"10 SSW DPA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"ILLINOIS","CHICAGO-WEST CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO-WEST CHICAGO, IL/UAS SIGHTING/1155C/DUPAGE ATCT ADVISED, CIRRUS S22T, D25 - C29, REPORTED A SILVER UAS WHILE S BOUND AT 1,000 FEET .5 N DPA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/JE","1155C","000 FEET",NA,"5 N DPA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1358C/CHICAGO TRACON ADVISED, CESSNA C172, IGQ - DPA, REPORTED A SILVER UAS WHILE E BOUND AT 3,000 FEET 5 SE LOT. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1358C","000 FEET","DPA","5 SE LOT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"NEW YORK","NEW YORK","PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1600E/LAGUARDIA ATCT ADVISED, E75S, LGA - IND, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,000 FEET 3 NE LGA. NEW YORK PD AVIATION NOTIFIED.","1600E","000 FEET","IND","3 NE LGA",NA,NA,"PRELIM INFO"
2025-05-26,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1625C/CHICAGO ATCT ADVISED, B739, SEA - ORD, REPORTED UAS WHILE E BOUND AT 2,500 FEET 8.9 NW ORD. NO EVASIVE ACTION TAKEN. COOK COUNTY LEO NOTIFIED. WOC SJ/JW","1625C","500 FEET","ORD","8.9 NW ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-26,"PENNSYLVANIA","PHILADELPHIA","PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1820E/PHILADELPHIA APCH ADVISED, DASSAULT FA50, REPORTED A UAS WHILE SE BOUND AT 6,000 FEET 15 NNE PHL. NO EVASIVE ACTION TAKEN. PHL ARPT PD NOTIFIED.","1820E","000 FEET",NA,"15 NNE PHL","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-27,"MASSACHUSETTS","BOSTON","PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/LATE REPORT 1122E/BOSTON ATCT ADVISED, CESSNA C402, ACK - BOS, REPORTED A UAS WHILE NE BOUND AT 2,000 FEET 5 NE BOS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JE/AJ","1122E","000 FEET","BOS","5 NE BOS","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-27,"MASSACHUSETTS","BOSTON","PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1150E/BOSTON ATCT ADVISED, HELO, MA39 - BED, REPORTED A UAS WHILE NE BOUND AT 1,000 FEET 3.5 W BOS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JE/AJ","1150E","000 FEET","BED","3.5 W BOS","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-27,"CALIFORNIA","BAKERSFIELD","PRELIM INFO FROM FAA OPS: BAKERSFIELD, CA/UAS SIGHTING/1238P/BAKERFIELD ATCT ADVISED, PIPER P28A, REPORTED A UAS 500 FEET BELOW FROM THE 2 O'CLOCK POSITION WHILE NW BOUND AT 3,500 FEET 3 SW SHAFTER VORTAC (EHF). NO EVASIVE ACTION TAKEN. BAKERSFIELD ARPT PD NOTIFIED.","1238P","500 FEET",NA,"3 SW SHAFTER","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-27,"MICHIGAN","MUSKEGON","PRELIM INFO FROM FAA OPS: MUSKEGON, MI/UAS SIGHTING/1536E/MUSKEGON ATCT ADVISED, MOONEY M20P, REPORTED A WHITE R/C PLANE WHILE S BOUND AT 1,300 FEET 2 W MKG. NO EVASIVE ACTION TAKEN. NORTON SHORES CENTRAL DISPATCH NOTIFIED.","1536E","300 FEET",NA,"2 W MKG","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-27,"NEW YORK","WHITE PLAINS","PRELIM INFO FROM FAA OPS: WHITE PLAINS, NY/UAS SIGHTING/LATE REPORT-1819E/E-ROC ADVISED, A320, PBI - HPN, REPORTED A UAS AT 600 FEET 1 MILE N HPN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED WOC JG/RA","1819E","600 FEET","HPN",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-27,"CALIFORNIA","SANTA ANA","PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/1540P/SOCAL TRACON ADVISED, CESSNA C310, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 6,000 FEET 5 WSW SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.","1540P","000 FEET",NA,"5 WSW SNA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-29,"OHIO","COLUMBUS","PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS SIGHTING/1545E/COLUMBUS ATCT ADVISED, E170, ORD - CMH, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE W BOUND AT 500 FEET .5 SE CMH. NO EVASIVE ACTION. LEO INFORMATION NOT PROVIDED. WOC AJ/DJ","1545E","500 FEET","CMH","5 SE CMH",NA,NA,"PRELIM INFO"
2025-05-29,"PENNSYLVANIA","PHILADELPHIA","PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1851E/PHILADELPHIA ATCT ADVISED, CRJ9, ATL - PHL, REPORTED BLACK UAS WHILE NNE BOUND AT 2,100 FEET 6 E PHL. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.","1851E","100 FEET","PHL","6 E PHL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-29,"TEXAS","HOUSTON","PRELIM INFO FROM FAA OPS: HOUSTON, TX/AIR CARRIER INCIDENT/2000C, CIRRUS SR22, REPORTED A UAS WHILE WNW BOUND AT 1,900 FEET 10 NW HOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JR","2000C","900 FEET",NA,"10 NW HOU","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-29,"TEXAS","HOUSTON","PRELIM INFO FROM FAA OPS: HOUSTON, TX/AIR CARRIER INCIDENT/2000C, CIRRUS SR22, REPORTED A UAS WHILE WNW BOUND AT 1,900 FEET 10 NW HOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JR","2000C","900 FEET",NA,"10 NW HOU","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-30,"LOUISIANA","MONROE","PRELIM INFO FROM FAA OPS: MONROE, LA/UAS SIGHTING/1500C/MONROE APCH ADVISED, NURTANIO C212, REPORTED AN ORANGE AND TAN UAS AT THE 9 O'CLOCK POSITION 1,000 FEET BELOW WHILE W BOUND AT 6,000 FEET 22 N MLU. NO EVASIVE ACTION TAKEN. UNION PARISH SHERIFF NOTIFIED.","1500C","000 FEET",NA,"22 N MLU","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-31,"DISTRICT OF COLUMBIA","WASHINGTON","PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1018E/WASHINGTON NATIONAL ATCT ADVISED, E170, DCA - BDL, REPORTED A BLACK UAS FROM THE 12 O'CLOCK WHILE AWAITING DEPARTURE DCA. NO EVASIVE ACTIONS TAKEN. METROPOLITAN WASHINGTON ARPT AUTHORITY NOTIFIED.","1018E",NA,"BDL",". NO",NA,NA,"PRELIM INFO"
2025-05-31,"CALIFORNIA","SALINAS","PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS SIGHTING/LATE REPORT-1148P/SALINAS FCT ADVISED, DIAMOND DA40, AND N71PK, CESSNA C172, ENTERING PATTERN REPORTED A SILVER UAS 600 FEET FROM THE 2 O'CLOCK POSITION WHILE SE BOUND AT 1,000 FEET 2 NW SNS. NO EVASIVE ACTION TAKEN. SALINAS PD NOTIFIED.","1148P","600 FEET",NA,"2 NW SNS","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-31,"UTAH","SALT LAKE CITY","PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1540M/SALT LAKE CITY APCH ADVISED, CIRRUS S22T, REPORTED A WHITE UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 6,500 FEET 4 S WASATCH VOR (TCH). NO EVASIVE ACTION TAKEN. SALT LAKE CITY INTL ARPT PD NOTIFIED.","1540M","500 FEET",NA,"4 S WASATCH","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-31,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1819C/CHICAGO TRACON ADVISED, B39M, ORF - ORD, OBSERVED A BLACK UAS AT THE 2 O'CLOCK POSITION WHILE W BOUND AT 5,000 FEET 21 W ORD. NO EVASIVE ACTION TAKEN. ORD ARPT DISPATCH NOTIFIED.","1819C","000 FEET",NA,"21 W ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-31,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1831C/CHICAGO TRACON ADVISED, B39M, RSW - ORD, REPORTED UAS WHILE W BOUND AT 5,000 FEET 7 WSW ORD. NO EVASIVE ACTION TAKEN. ORD EMERGENCY SERVICES NOTIFIED.","1831C","000 FEET","ORD","7 WSW ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-31,"CALIFORNIA","ONTARIO","PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS SIGHTING/1710P/SOCAL TRACON ADVISED, A320, SFO - ONT, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE SSE BOUND AT 7,600 FEET 17 NE ONT. NO EVASIVE ACTION TAKEN. SBP AIR OPS NOTIFIED.","1710P","600 FEET","ONT","17 NE ONT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-31,"MISSOURI","ST LOUIS","PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS SIGHTING/1929C/ST LOUIS TRACON ADVISED, PIPER P28A, UNKN - UNKN, REPORTED UAS FROM THE 10 O'CLOCK POSITION WHILE SE BOUND AT 4,000 FEET 10 NE STL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SJ/RL","1929C","000 FEET","UNKN","10 NE STL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-01,"TEXAS","HOUSTON","PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1225C/HOUSTON TRACON ADVISED, BEECH B350, REPORTED A WHITE OR GRAY UAS AT THE 10 O'CLOCK POSITION WHILE SW BOUND AT 2,600 FEET 8 NE HOU. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1225C","600 FEET",NA,"8 NE HOU","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-01,"IOWA","DUBUQUE","PRELIM INFO FROM FAA OPS: DUBUQUE, IA/UAS SIGHTING/1338C/CHICAGO ARTCC ADVISED, GULFSTREAM GLF4, MDW - DBQ, REPORTED WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 18 SE DBQ. NO EVASIVE ACTIONS TAKEN. DUBUQUE COUNTY SHERIFF NOTIFIED.","1338C","000 FEET","DBQ","18 SE DBQ",NA,NA,"PRELIM INFO"
2025-06-01,"PENNSYLVANIA","YARDLEY","PRELIM INFO FROM FAA OPS: YARDLEY, PA/UAS SIGHTING/1450E/PHILADELPHIA ATCT ADVISED, BEECH BE36, LDJ - LDJ, REPORTED UAS WHILE E BOUND AT 2,000 FEET 7 SE YARDLEY VOR (ARD). NO EVASIVE ACTIONS TAKEN. NJ DEPT OF HOMELAND DEFENSE NOTIFIED.","1450E","000 FEET","LDJ","7 SE YARDLEY",NA,NA,"PRELIM INFO"
2025-06-01,"COLORADO","DENVER","PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1320M/DENVER ATC ADVISED, EMBRAER E145, ATY - DEN, REPORTED LARGE WHITE UAS WHILE S BOUND AT 6,500 FEET 6 N DEN. NO EVASIVE ACTIONS TAKEN. ARPT PD NOTIFIED.","1320M","500 FEET","DEN","6 N DEN",NA,"PD NOTIFIED","PRELIM INFO"
2025-06-01,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1447C/CHICAGO TRACON ADVISED, BCS3, TORONTO, CANADA (CYYZ) - ORD, REPORTED A WHITE UAS FROM THE 10 O'CLOCK POSITION WHILE E BOUND AT 4,000 FEET 12 W ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1447C","000 FEET","ORD","12 W ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-01,"CALIFORNIA","BAKERSFIELD","PRELIM INFO FROM FAA OPS: BAKERSFIELD, CA/UAS SIGHTING/1320P/BAKERSFIELD ATCT ADVISED, SOCATA TBM9, REPORTED A UAS WITH GREEN LIGHTS AT THE 1 O'CLOCK POSITION 500 FEET BELOW WHILE WNW BOUND AT 9,000 FEET 30 ESE SHAFTER VOR (EHF). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC RL/RC","1320P","500 FEET",NA,"30 ESE SHAFTER","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-01,"MARYLAND","BALTIMORE","PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1702E/POTOMAC TRACON ADVISED, B738, BWI - PANAMA CITY, PANAMA (MPTO), REPORTED A BLACK AND BROWN UAS AT THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 6,000 FEET 8 SSW BALTIMORE VOR (BAL). NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY PD NOTIFIED.","1702E","000 FEET",NA,"8 SSW BALTIMORE","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-06-01,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1745E/ATLANTA ATCT ADVISED, A320, BELIZE CITY, BELIZE (MZBZ) - ATL, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 7 E ATL. NO EVASIVE ACTION TAKE. ROCKDALE COUNTY SHERIFF NOTIFIED.","1745E","000 FEET","ATL","7 E ATL",NA,NA,"PRELIM INFO"
2025-06-01,"WISCONSIN","MILWAUKEE","PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1949C/TIMMERMAN FCT ADVISED, EUROCOPTER EC135, OBSERVED A UAS AT THE 9 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 2 N MWC. NO EVASIVE ACTION TAKEN. MILWAUKEE PD NOTIFIED.","1949C","000 FEET",NA,"2 N MWC","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-06-02,"VIRGINIA","BLACKFORD","PRELIM INFO FROM FAA OPS: BLACKFORD, VA/UAS SIGHTING/1204E/ATLANTA ARTCC ADVISED, CESSNA C182, REPORTED UAS FROM THE 12 O'CLOCK WHILE SE BOUND AT 7,000 FEET 35 SE BLACKFORD VOR (GZG). NO EVASIVE ACTION TAKEN. ASHE COUNTY SHERIFF NOTIFIED.","1204E","000 FEET",NA,"35 SE BLACKFORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-02,"OHIO","CLEVELAND","PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/1235E/CLEVELAND ATCT ADVISED, B38M, CLE - PHX, REPORTED A UAS FROM THE 6 O'CLOCK POSITION WHILE WSW BOUND AT 4,000 FEET 6 WSW CLE. NO EVASIVE ACTION TAKEN. LORAIN COUNTY SHERIFF NOTIFIED.","1235E","000 FEET","PHX","6 WSW CLE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-02,"FLORIDA","PALM COAST","PRELIM INFO FROM FAA OPS: PALM COAST, FL/UAS SIGHTING/1558E/DAYTONA BEACH APCH ADVISED, CESSNA C172, REPORTED A SMALL GREY QUADCOPTER UAS 300 FEET BELOW ACFT WHILE W BOUND AT 2,100 FEET 2 E FIN. NO EVASIVE ACTION TAKEN. FLAGLER COUNTY SHERIFF NOTIFIED.","1558E","300 FEET",NA,"2 E FIN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-02,"TENNESSEE","BRISTOL-JOHNSON-KINGSPORT","PRELIM INFO FROM FAA OPS: BRISTOL-JOHNSON-KINGSPORT, TN/UAS SIGHTING/1758E/TRI-CITIES APCH ADVISED, CESSNA C172, REPORTED A WHITE UAS WHILE NE BOUND AT 3,500 FEET 6 E TRI. NO EVASIVE ACTION TAKEN. SULLIVAN COUNTY 911 NOTIFIED. WOC AJ/JE","1758E","500 FEET",NA,"6 E TRI","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-02,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1629M/DEER VALLEY ATCT ADVISED, PIPER PA44, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE ENE BOUND AT 2,500 FEET 17 NNW PHOENIX VORTAC (PXR). NO EVASIVE ACTION TAKEN. PHOENIX PD NON-EMERGENCY NUMBER NOTIFIED. NUMBER NOT PROVIDED. WOC JE/KC","1629M","500 FEET",NA,"17 NNW PHOENIX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-02,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2239E/ATLANTA ATCT ADVISED, A359, ATL - JOHANNESBURG, SOUTH AFRICA (FAOR), REPORTED A RED AND BLUE UAS AT 100 FEET 1 E RUNWAY 27R ATL. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.","2239E","100 FEET",NA,"1 E RUNWAY","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-06-03,"MASSACHUSETTS","BEDFORD","PRELIM INFO FROM FAA OPS: BEDFORD, MA/UAS SIGHTING/1155E/BEDFORD ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS AT 800 FEET WHILE E BOUND AT 900 FEET 2 NW BED. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.","1155E","800 FEET",NA,"2 NW BED","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-06-03,"NEW JERSEY","NEWARK","PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/LATE REPORT- 1209E/PHILADELPHIA ATCT ADVISED, A320, EWR - SJU, REPORTED MULTI-COLORED UAS FROM THE THREE O'CLOCK WHILE NNE BOUND AT 1,000 FEET 5 NNE EWR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JR/PM","1209E","000 FEET","SJU","5 NNE EWR","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-03,"NEW JERSEY","NEWARK","PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1225E/NEWARK ATCT ADVISED, A320, EWR - SJU, REPORTED UAS WHILE S BOUND AT 500 FEET 1 S EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.","1225E","500 FEET","SJU","1 S EWR","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-04,"PENNSYLVANIA","YARDLEY","PRELIM INFO FROM FAA OPS: YARDLEY, PA/UAS SIGHTING/0847E/PHILADELPHIA APCH ADVISED, PIPER P28A, REPORTED A LARGE SQUARE UAS WHILE W BOUND AT 3,000 FEET 4 W YARDLEY VOR/DME (ARD). NO EVASIVE ACTION REPORTED. NEWTON TOWNSHIP PD NOTIFIED.","0847E","000 FEET",NA,"4 W YARDLEY",NA,"PD NOTIFIED","PRELIM INFO"
2025-06-04,"CALIFORNIA","SAN FRANCISCO","PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/LATE REPORT - 6/4 - 0805P/SAN FRANCISCO ATCT ADVISED, B739, SFO - ANC, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 1,100 FEET 2 E SFO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SJ/JW","0805P","100 FEET","ANC","2 E SFO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-04,"MICHIGAN","DETROIT","PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1215E/DETROIT TRACON ADVISED, CIRRUS SR22, REPORTED A UAS WHILE SW BOUND AT 3,000 FEET 8 NE DTW. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.","1215E","000 FEET",NA,"8 NE DTW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-06-04,"MICHIGAN","DETROIT","PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1627E/DETROIT ATCT ADVISED, A319, IAH - DTW, REPORTED A YELLOW UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 2,000 FEET 6 NNE DETROIT VOR (DXO). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION MADE VIA ARPT OPERATIONS. WOC RC/JR","1627E","000 FEET","DTW","6 NNE DETROIT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-04,"UTAH","SALT LAKE CITY","PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/LATE REPORT - 1558M/SALT LAKE CITY ATCT ADVISED, DIAMOND DA40, REPORTED A UAS AT THE 6 O'CLOCK POSITION WHILE W BOUND AT 5,500 FEET 9 N WASATCH VOR (TCH). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/DW","1558M","500 FEET",NA,"9 N WASATCH","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-06-04,"OKLAHOMA","TULSA","PRELIM INFO FROM FAA OPS: TULSA, OK/UAS SIGHTING/1703C/TULSA ATCT ADVISED, ROBINSON R44, OK93 - TUL, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 1,100 FEET 4 NNW TUL. NO EVASIVE ACTION TAKEN. TULSA COUNTY SHERIFF NOTIFIED.","1703C","100 FEET","TUL","4 NNW TUL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
